;cpuFamily;cpuModel;ramSize;ramType;gpuModel;hdd1Type;hdd1Size;hdd2Type;hdd2Size;price;vfm;mark;TDP
482;Core i7;9750H;16 GB;DDR4;GeForce GTX 1650;SSD;1000 GB;-;-;1099,0;12,264786169244768;13479;45
483;Core i5;8400H;8 GB;DDR4;UHD Graphics 630;SSD;256 GB;-;-;1099,0;9,470427661510463;10408;45
484;Core i7;8550U;8 GB;DDR4;UHD Graphics 620;SSD;256 GB;-;-;1099,0;7,503184713375796;8246;15
485;Core i5;8365U;16 GB;DDR4;UHD Graphics 620;SSD;512 GB;-;-;1099,0;7,641492265696088;8398;15
486;Core i7;8565U;16 GB;DDR4;UHD Graphics 620;SSD;128 GB;HDD;1000 GB;1099,0;8,101910828025478;8904;15
488;Core i5;8265U;16 GB;DDR4;UHD Graphics 620;SSD;512 GB;-;-;1099,0;7,2593266606005455;7978;15
489;Core i5;8265U;8 GB;DDR4;UHD Graphics 620;SSD;256 GB;-;-;1099,0;7,2593266606005455;7978;15
490;Core i7;8750H;8 GB;DDR4;GeForce GTX 1050 Ti;SSD;256 GB;-;-;1099,0;11,283894449499545;12401;45
491;Core i5;10210U;8 GB;DDR4;UHD Graphics;SSD;512 GB;-;-;1099,0;8,284804367606915;9105;15
492;Core i5;8265U;8 GB;DDR4;UHD Graphics 620;SSD;512 GB;-;-;1099,0;7,2593266606005455;7978;15
493;Core i5;8265U;8 GB;DDR4;UHD Graphics 620;SSD;256 GB;SSD;256 GB;1099,0;7,2593266606005455;7978;15
494;Core i5;8265U;8 GB;DDR4;UHD Graphics 620;SSD;256 GB;-;-;1099,0;7,2593266606005455;7978;15
495;Core i5;9750H;8 GB;DDR4;GeForce GTX 1650;SSD;256 GB;-;-;1099,9;12,25475043185744;13479;45
496;Core i7;8750H;8 GB;DDR4;GeForce GTX 1050;SSD;256 GB;-;-;1099,99;11,273738852171384;12401;45
497;Core i5;7200U;8 GB;DDR4;HD Graphics 620;SSD;256 GB;-;-;1105,0;4,129411764705883;4563;15
498;Core i5;8250U;8 GB;DDR4;Radeon RX 550;SSD;256 GB;HDD;1000 GB;1105,0;6,923981900452489;7651;15
499;Core i5;8250U;8 GB;DDR4;GeForce 930MX;SSD;128 GB;HDD;1000 GB;1110,0;6,892792792792793;7651;15
500;Core i7;8550U;16 GB;DDR4;GeForce GTX 1050;SSD;256 GB;-;-;1111,37;7,419671216606531;8246;15
503;Core i7;8565U;16 GB;DDR4;UHD Graphics 620;SSD;512 GB;-;-;1115,0;7,985650224215247;8904;15
504;Core i5;8265U;8 GB;DDR4;UHD Graphics 620;SSD;256 GB;-;-;1115,0;7,155156950672645;7978;15
505;Core i7;8565U;16 GB;DDR4;UHD Graphics 620;SSD;512 GB;-;-;1116,0;7,978494623655914;8904;15
507;Core i7;8565U;16 GB;DDR4;GeForce MX130;SSD;512 GB;-;-;1117,0;7,971351835273053;8904;15
508;Core i7;9750H;8 GB;DDR4;GeForce GTX 1050 Ti;SSD;256 GB;-;-;1118,0;12,056350626118068;13479;45
509;Core i5;8265U;8 GB;DDR4;GeForce MX250;SSD;512 GB;-;-;1119,0;7,129579982126899;7978;15
510;Core i7;8565U;8 GB;DDR4;UHD Graphics 620;SSD;512 GB;-;-;1119,0;7,957104557640751;8904;15
511;Core i5;8365U;8 GB;DDR4;UHD Graphics 620;SSD;256 GB;-;-;1119,0;7,5049151027703305;8398;15
512;Core i7;8550U;8 GB;DDR4;UHD Graphics 620;SSD;256 GB;-;-;1119,8;7,363814966958386;8246;15
513;Core i5;8365U;16 GB;DDR4;UHD Graphics 620;SSD;512 GB;-;-;1123,0;7,478183437221728;8398;15
514;Core i7;8565U;16 GB;DDR4;GeForce MX130;SSD;512 GB;-;-;1127,7;7,895716945996275;8904;15
516;Core i5;8350U;8 GB;DDR4;UHD Graphics 620;SSD;256 GB;-;-;1129,0;7,20992028343667;8140;15
517;Core i5;8350U;8 GB;DDR4;UHD Graphics 620;SSD;256 GB;-;-;1129,0;7,20992028343667;8140;15
518;Core i7;9750H;8 GB;DDR4;GeForce GTX 1650;SSD;512 GB;-;-;1129,99;11,928424145346419;13479;45
519;Core i5;7200U;8 GB;DDR4;Intel HD 620;SSD;256 GB;-;-;1130,0;4,0380530973451325;4563;15
521;Core i7;9750H;8 GB;DDR4;GeForce GTX 1650;SSD;256 GB;HDD;1000 GB;1137,0;11,854881266490764;13479;45
522;Core i7;9750H;8 GB;DDR4;GeForce GTX 1650;SSD;256 GB;HDD;1000 GB;1137,0;11,854881266490764;13479;45
523;Core i5;10510U;8 GB;DDR4;GeForce MX230;SSD;512 GB;-;-;1137,0;8,385224274406333;9534;15
524;Core i7;8750H;16 GB;DDR4;GeForce GTX 1050 Ti;SSD;256 GB;HDD;1000 GB;1138,0;10,897188049209138;12401;45
525;Core i7;9750H;8 GB;DDR4;GeForce GTX 1650;SSD;512 GB;-;-;1138,0;11,844463971880492;13479;45
526;Core i5;8250U;8 GB;DDR4;UHD Graphics 620;SSD;256 GB;-;-;1138,0;6,723198594024605;7651;15
527;Core i7;8750H;8 GB;DDR4;GeForce GTX 1050 Ti;SSD;128 GB;HDD;1000 GB;1139,0;10,887620719929762;12401;45
528;Core i5;9300H;8 GB;DDR4;UHD Graphics 630;SSD;256 GB;-;-;1142,0;8,544658493870402;9758;45
529;Core i7;8550U;8 GB;DDR4;UHD Graphics 620;SSD;256 GB;-;-;1145,0;7,20174672489083;8246;15
530;Core i5;8250U;8 GB;DDR4;HD Graphics 620;SSD;256 GB;-;-;1146,0;6,676265270506108;7651;15
531;Core i7;8565U;8 GB;DDR4;UHD Graphics 620;SSD;256 GB;-;-;1147,0;7,762859633827376;8904;15
532;Core i7;8750H;16 GB;DDR4;GeForce GTX 1650;SSD;512 GB;-;-;1148,0;10,80226480836237;12401;45
533;Core i5;8265U;8 GB;DDR4;UHD Graphics 620;SSD;256 GB;-;-;1148,5;6,946451893774489;7978;15
534;Core i7;9750H;8 GB;DDR4;GeForce GTX 1650;SSD;128 GB;-;-;1149,0;11,73107049608355;13479;45
535;Core i7;8565U;8 GB;DDR4;GeForce MX250;SSD;256 GB;-;-;1149,0;7,749347258485639;8904;15
536;Core i7;8750H;8 GB;DDR4;GeForce GTX 1050 Ti;SSD;128 GB;HDD;1000 GB;1149,0;10,792863359442993;12401;45
537;Core i7;8750H;8 GB;DDR4;GeForce GTX 1050 Ti;SSD;128 GB;HDD;1000 GB;1149,0;10,792863359442993;12401;45
538;Core i7;8750H;8 GB;DDR4;GeForce GTX 1050;SSD;128 GB;HDD;1000 GB;1149,0;10,792863359442993;12401;45
539;Core i7;8750H;8 GB;DDR4;GeForce GTX 1050;SSD;128 GB;HDD;1000 GB;1149,0;10,792863359442993;12401;45
540;Core i7;8565U;8 GB;DDR4;UHD Graphics 620;SSD;256 GB;-;-;1149,0;7,749347258485639;8904;15
543;Core i5;8250U;8 GB;DDR4;GeForce 940MX;SSD;256 GB;-;-;1150,49;6,650209910559848;7651;15
544;Core i5;8250U;8 GB;DDR4;UHD Graphics 620;SSD;256 GB;-;-;1156,5;6,615650670125378;7651;15
545;Core i7;8565U;12 GB;DDR4;GeForce GTX 1050;SSD;512 GB;-;-;1156,99;7,695831424644984;8904;15
546;Core i5;8250U;8 GB;DDR4;HD Graphics 620;SSD;256 GB;-;-;1158,0;6,6070811744386875;7651;15
547;Core i7;10510U;8 GB;DDR4;GeForce MX250;SSD;256 GB;-;-;1158,0;8,233160621761659;9534;15
548;Core i7;8550U;8 GB;DDR4;Radeon RX 550;SSD;256 GB;-;-;1159,0;7,114754098360656;8246;15
549;Core i7;8565U;8 GB;DDR4;GeForce MX130;SSD;128 GB;HDD;1000 GB;1165,0;7,642918454935622;8904;15
550;Core i7;10510U;16 GB;DDR4;GeForce MX250;SSD;512 GB;-;-;1167,0;8,169665809768638;9534;15
552;Core i7;8565U;8 GB;DDR4;GeForce MX130;SSD;256 GB;-;-;1169,0;7,616766467065868;8904;15
553;Core i7;8750H;8 GB;DDR4;GeForce GTX 1050;SSD;256 GB;HDD;1000 GB;1169,0;10,608212147134303;12401;45
554;Core i7;8565U;8 GB;DDR4;GeForce MX130;SSD;256 GB;-;-;1170,0;7,61025641025641;8904;15
555;Core i5;8300H;8 GB;DDR4;GeForce GTX 1050 Ti;SSD;128 GB;HDD;1000 GB;1170,0;8,08974358974359;9465;45
556;Core i7;9750H;16 GB;DDR4;GeForce GTX 1050;SSD;512 GB;-;-;1173,0;11,491048593350383;13479;45
557;Core i5;8250U;8 GB;DDR4;Radeon 530;SSD;256 GB;-;-;1174,5;6,5142613878246065;7651;15
560;Core i7;7700HQ;16 GB;DDR4;GeForce GTX 1060;SSD;128 GB;HDD;1000 GB;1179,0;7,435114503816794;8766;45
561;Core i7;8550U;16 GB;DDR4;GeForce 930MX;SSD;512 GB;-;-;1179,0;6,994062765055132;8246;15
562;Core i5;9300H;8 GB;DDR4;GeForce GTX 1650;SSD;256 GB;-;-;1179,0;8,276505513146734;9758;45
563;Core i5;9300H;8 GB;DDR4;GeForce GTX 1650;SSD;512 GB;-;-;1179,99;8,269561606454293;9758;45
564;Core i7;9750H;8 GB;DDR4;GeForce GTX 1650;SSD;1000 GB;-;-;1179,99;11,422978160831871;13479;45
565;Core i7;8565U;16 GB;DDR4;UHD Graphics 620;SSD;512 GB;-;-;1180,0;7,545762711864406;8904;15
566;Core i5;8265U;8 GB;DDR4;UHD Graphics 620;SSD;512 GB;-;-;1187,0;6,721145745577085;7978;15
567;Core i7;8550U;16 GB;DDR4;GeForce MX150;SSD;512 GB;-;-;1189,0;6,935239697224558;8246;15
568;Core i5;8365U;8 GB;DDR4;UHD Graphics 620;SSD;256 GB;-;-;1190,0;7,057142857142857;8398;15
569;Core i7;9750H;16 GB;DDR4;GeForce GTX 1650;SSD;256 GB;HDD;1000 GB;1198,0;11,251252086811352;13479;45
570;Core i7;8750H;16 GB;DDR4;GeForce GTX 1050 Ti;SSD;256 GB;HDD;1000 GB;1199,0;10,34278565471226;12401;45
571;Core i7;9750H;16 GB;DDR4;GeForce GTX 1650;SSD;128 GB;HDD;1000 GB;1199,0;11,2418682235196;13479;45
572;Core i7;8565U;8 GB;DDR4;GeForce MX250;SSD;512 GB;-;-;1199,0;7,4261884904086735;8904;15
573;Core i7;9750H;16 GB;DDR4;GeForce GTX 1650;SSD;1000 GB;-;-;1199,0;11,2418682235196;13479;45
574;Core i7;9750H;8 GB;DDR4;GeForce GTX 1650;SSD;256 GB;-;-;1199,0;11,2418682235196;13479;45
575;Core i5;8265U;12 GB;DDR4;UHD Graphics 620;SSD;256 GB;-;-;1199,0;6,653878231859883;7978;15
576;Core i5;9300H;8 GB;DDR4;GeForce GTX 1650;SSD;256 GB;HDD;1000 GB;1199,0;8,138448707256046;9758;45
577;Core i5;8300H;8 GB;DDR4;GeForce GTX 1050 Ti;SSD;256 GB;-;-;1199,0;7,894078398665554;9465;45
579;Core i5;8265U;8 GB;DDR4;UHD Graphics 620;SSD;512 GB;-;-;1199,0;6,653878231859883;7978;15
580;Core i7;9750H;8 GB;DDR4;GeForce GTX 1660 Ti;SSD;512 GB;-;-;1199,9;11,23343611967664;13479;45
581;Core i7;8750H;8 GB;DDR4;GeForce GTX 1060;SSD;256 GB;-;-;1199,9;10,335027918993248;12401;45
582;Core i5;8300H;8 GB;DDR4;GeForce GTX 1050 Ti;SSD;16 GB;HDD;1000 GB;1199,99;7,887565729714415;9465;45
583;Core i7;8550U;8 GB;DDR4;Radeon RX 550;SSD;256 GB;-;-;1200,0;6,871666666666667;8246;15
584;Core i7;8550U;8 GB;DDR4;UHD Graphics 620;SSD;256 GB;-;-;1204,99;6,843210317098067;8246;15
586;Core i5;9300H;8 GB;DDR4;UHD Graphics 630;SSD;256 GB;-;-;1218,0;8,011494252873563;9758;45
587;Core i7;9750H;16 GB;DDR4;GeForce GTX 1650;SSD;256 GB;HDD;1000 GB;1218,99;11,057514827849285;13479;45
588;Core i7;8565U;8 GB;DDR4;UHD Graphics 620;SSD;256 GB;-;-;1219,0;7,304347826086956;8904;15
589;Core i7;8750H;8 GB;DDR4;GeForce GTX 1060;SSD;256 GB;HDD;1000 GB;1219,0;10,173092698933552;12401;45
590;Core i7;9750H;8 GB;DDR4;GeForce GTX 1660 Ti;SSD;256 GB;-;256 GB;1219,99;11,048451216813252;13479;45
591;Core i7;8550U;8 GB;DDR4;UHD Graphics 620;SSD;256 GB;-;-;1225,0;6,731428571428571;8246;15
594;Core i7;8750H;8 GB;DDR4;GeForce GTX 1050 Ti;SSD;256 GB;SSD;-;1229,0;10,090317331163547;12401;45
596;Core i7;9750H;8 GB;DDR4;GeForce GTX 1660 Ti;SSD;512 GB;-;-;1238,0;10,887722132471728;13479;45
597;Core i5;8250U;8 GB;DDR4;UHD Graphics 620;SSD;512 GB;-;-;1239,0;6,175141242937853;7651;15
598;Core i7;8565U;8 GB;DDR4;UHD Graphics 620;SSD;512 GB;-;-;1239,0;7,186440677966102;8904;15
599;Core i7;8565U;16 GB;DDR4;UHD Graphics 620;SSD;512 GB;-;-;1239,0;7,186440677966102;8904;15
600;Core i7;9750H;8 GB;DDR4;GeForce GTX 1650;SSD;512 GB;-;-;1239,0;10,878934624697337;13479;45
601;Core i7;8565U;16 GB;DDR4;UHD Graphics 620;SSD;512 GB;-;-;1242,9;7,163890900313782;8904;15
602;Core i5;7200U;8 GB;DDR4;HD Graphics 620;SSD;256 GB;-;-;1244,0;3,668006430868167;4563;15
603;Core i7;9750H;16 GB;DDR4;GeForce GTX 1050;SSD;256 GB;HDD;1000 GB;1245,27;10,824158616203714;13479;45
604;Core i7;8565U;8 GB;DDR4;GeForce MX250;SSD;256 GB;-;-;1247,0;7,140336808340016;8904;15
605;Core i7;8750H;16 GB;DDR4;GeForce GTX 1060;SSD;256 GB;HDD;1000 GB;1248,0;9,936698717948717;12401;45
606;Core i7;9750H;8 GB;DDR4;GeForce GTX 1660 Ti;SSD;256 GB;-;-;1248,0;10,80048076923077;13479;45
608;Core i7;10510U;16 GB;DDR4;GeForce MX250;SSD;512 GB;-;-;1249,0;7,633306645316253;9534;15
609;Core i5;8250U;8 GB;DDR4;UHD Graphics 620;SSD;256 GB;-;-;1249,0;6,125700560448359;7651;15
610;Core i7;8550U;8 GB;DDR4;GeForce MX150;SSD;256 GB;HDD;1000 GB;1249,0;6,602081665332266;8246;15
611;Core i7;8565U;8 GB;DDR4;UHD Graphics 620;SSD;256 GB;-;-;1249,0;7,128903122497999;8904;15
612;Core i7;8665U;16 GB;DDR4;UHD Graphics 620;SSD;256 GB;-;-;1249,0;7,192954363490792;8984;15
613;Core i5;7200U;8 GB;DDR4;HD Graphics 620;SSD;256 GB;-;-;1249,0;3,653322658126501;4563;15
614;Core i7;8750H;8 GB;DDR4;GeForce GTX 1050 Ti;SSD;128 GB;HDD;1000 GB;1249,0;9,928742994395517;12401;45
615;Core i7;8750H;12 GB;DDR4;GeForce GTX 1050 Ti;SSD;128 GB;HDD;1000 GB;1249,99;9,920879367034937;12401;45
616;Core i5;8400H;8 GB;DDR4;UHD Graphics 630;SSD;256 GB;-;-;1251,0;8,31974420463629;10408;45
617;Core i7;9750H;8 GB;DDR4;GeForce GTX 1650;SSD;256 GB;HDD;1000 GB;1255,0;10,740239043824701;13479;45
618;Core i7;9750H;16 GB;DDR4;GeForce GTX 1650;SSD;256 GB;HDD;1000 GB;1258,0;10,71462639109698;13479;45
620;Core i7;8550U;8 GB;DDR4;UHD Graphics 620;SSD;512 GB;-;-;1259,0;6,549642573471009;8246;15
621;Core i7;8750H;16 GB;DDR4;GeForce GTX 1060;SSD;256 GB;-;-;1259,0;9,849880857823669;12401;45
622;Core i7;8750H;8 GB;DDR4;GeForce GTX 1050Ti;SSD;128 GB;HDD;1000 GB;1259,0;9,849880857823669;12401;45
623;Core i5;8265U;8 GB;DDR4;UHD Graphics 620;SSD;256 GB;-;-;1259,99;6,331796284097493;7978;15
624;Core i7;8565U;8 GB;DDR4;GeForce MX150;SSD;512 GB;-;-;1260,0;7,066666666666666;8904;15
625;Core i7;8750H;8 GB;DDR4;GeForce GTX 1050 Ti;SSD;128 GB;HDD;1000 GB;1262,57;9,82202966964208;12401;45
626;Core i5;8365U;16 GB;DDR4;UHD Graphics 620;SSD;512 GB;-;-;1263,65;6,64582756301191;8398;15
627;Core i5;8265U;16 GB;DDR4;UHD Graphics 620;SSD;512 GB;-;-;1266,0;6,3017377567140604;7978;15
628;Core i7;8565U;8 GB;DDR4;UHD Graphics 620;SSD;256 GB;SSD;256 GB;1268,0;7,022082018927445;8904;15
629;Core i7;8750H;16 GB;DDR4;GeForce GTX 1060;SSD;256 GB;HDD;1000 GB;1268,0;9,779968454258675;12401;45
630;Core i7;8750H;16 GB;DDR4;GeForce GTX 1060;SSD;128 GB;HDD;1000 GB;1269,0;9,772261623325454;12401;45
631;Core i7;8565U;8 GB;DDR4;UHD Graphics 620;SSD;256 GB;-;-;1269,14;7,015774461446333;8904;15
632;Core i7;8750H;16 GB;DDR4;GeForce GTX 1060;SSD;512 GB;-;-;1278,0;9,703442879499217;12401;45
633;Core i7;9750H;8 GB;DDR4;GeForce GTX 1660 Ti;SSD;512 GB;-;-;1278,01;10,54686583047081;13479;45
634;Core i7;9750H;16 GB;DDR4;GeForce GTX 1660 Ti;SSD;512 GB;-;-;1279,0;10,538702111024238;13479;45
635;Core i5;9300H;8 GB;DDR4;GeForce RTX 2060;SSD;1000 GB;-;-;1279,0;7,629397967161845;9758;45
636;Core i7;8750H;16 GB;DDR4;GeForce GTX 1050;SSD;128 GB;HDD;1000 GB;1279,0;9,695856137607505;12401;45
637;Core i7;8565U;16 GB;DDR4;GeForce MX250;SSD;512 GB;-;-;1282,0;6,945397815912637;8904;15
638;Core i5;8265U;8 GB;DDR4;UHD Graphics 620;SSD;512 GB;-;-;1283,0;6,218238503507404;7978;15
639;Core i7;8750H;16 GB;DDR4;GeForce GTX 1060;SSD;128 GB;HDD;1000 GB;1287,6;9,631096613855235;12401;45
642;Core i7;8750H;16 GB;DDR4;GeForce GTX 1060;SSD;512 GB;HDD;2000 GB;1289,0;9,620636152055857;12401;45
643;Core i7;8650U;8 GB;DDR4;UHD Graphics 620;SSD;256 GB;-;-;1292,0;6,730650154798762;8696;15
644;Core i5;8265U;8 GB;DDR4;UHD Graphics 620;SSD;256 GB;-;-;1292,0;6,174922600619195;7978;15
645;Core i7;8550U;8 GB;DDR4;UHD Graphics 620;SSD;256 GB;-;-;1293,99;6,372537654850501;8246;15
646;Core i7;7500U;8 GB;DDR4;HD Graphics 620;SSD;256 GB;-;-;1295,0;3,9567567567567568;5124;15
647;Core i7;8550U;16 GB;DDR4;UHD Graphics 620;SSD;512 GB;-;-;1295,0;6,367567567567567;8246;15
648;Core i5;7200U;8 GB;DDR4;HD Graphics 620;SSD;256 GB;-;-;1295,0;3,5235521235521237;4563;15
649;Core i7;9750H;16 GB;DDR4;GeForce GTX 1650;SSD;512 GB;-;-;1296,0;10,400462962962964;13479;45
650;Core i7;8550U;8 GB;DDR4;UHD Graphics 620;SSD;256 GB;-;-;1298,0;6,352850539291217;8246;15
651;Core i5;9300H;16 GB;DDR4;GeForce GTX 1660;SSD;256 GB;HDD;1000 GB;1299,0;7,5119322555812165;9758;45
653;Core i7;9750H;16 GB;DDR4;GeForce GTX 1650;SSD;512 GB;-;-;1299,0;10,376443418013857;13479;45
655;Core i5;8265U;8 GB;DDR4;UHD Graphics 620;SSD;256 GB;-;-;1299,0;6,141647421093149;7978;15
656;Core i7;8565U;16 GB;DDR4;GeForce MX150;SSD;512 GB;-;-;1299,0;6,854503464203233;8904;15
657;Core i7;9750H;8 GB;DDR4;GeForce GTX 1660 Ti;SSD;512 GB;-;-;1299,0;10,376443418013857;13479;45
658;Core i7;9750H;16 GB;DDR4;GeForce GTX 1650;SSD;128 GB;HDD;1000 GB;1299,0;10,376443418013857;13479;45
659;Core i7;8750H;16 GB;DDR4;GeForce GTX 1060;SSD;256 GB;-;-;1299,0;9,54657428791378;12401;45
660;Core i7;8750H;16 GB;DDR4;GeForce GTX 1050;SSD;256 GB;HDD;1000 GB;1299,0;9,54657428791378;12401;45
661;Core i7;8750H;12 GB;DDR4;GeForce GTX 1050 Ti;SSD;128 GB;Hybrid;1000 GB;1299,01;9,54650079676061;12401;45
662;Core i5;8250U;8 GB;DDR4;UHD Graphics 620;SSD;256 GB;-;-;1299,9;5,885837372105546;7651;15
663;Core i5;8265U;8 GB;DDR4;UHD Graphics 620;SSD;256 GB;-;-;1299,9;6,137395184244942;7978;15
664;Core i7;8750H;8 GB;DDR4;GeForce GTX 1060;SSD;128 GB;HDD;1000 GB;1299,9;9,539964612662512;12401;45
665;Core i7;9750H;8 GB;DDR4;GeForce GTX 1050;SSD;256 GB;-;-;1299,9;10,369259173782599;13479;45
666;Core i7;10510U;16 GB;DDR4;GeForce MX250;SSD;512 GB;-;-;1303,0;7,316960859554873;9534;15
667;Core i7;8550U;16 GB;DDR4;UHD Graphics 620;SSD;512 GB;-;-;1309,0;6,2994652406417115;8246;15
668;Core i7;8750H;16 GB;DDR4;GeForce GTX 1050;SSD;512 GB;HDD;1000 GB;1309,0;9,473644003055767;12401;45
669;Core i7;8750H;16 GB;DDR4;GeForce GTX 1050 Ti;SSD;128 GB;HDD;1000 GB;1309,0;9,473644003055767;12401;45
670;Core i5;8250U;8 GB;DDR4;UHD Graphics 620;SSD;256 GB;-;-;1311,0;5,836003051106026;7651;15
671;Core i7;8665U;16 GB;DDR4;UHD Graphics 620;SSD;512 GB;-;-;1318,0;6,816388467374811;8984;15
672;Core i5;8250U;8 GB;DDR4;UHD Graphics 620;SSD;256 GB;-;-;1318,0;5,805007587253415;7651;15
673;Core i7;9750H;16 GB;DDR4;GeForce GTX 1650;SSD;256 GB;HDD;1000 GB;1319,0;10,219105382865807;13479;45
676;Core i5;8300H;8 GB;DDR4;GeForce GTX 1060;SSD;128 GB;HDD;1000 GB;1319,0;7,175890826383624;9465;45
677;Core i7;8750H;8 GB;DDR4;GeForce GTX 1050 Ti;SSD;128 GB;HDD;1000 GB;1324,0;9,36631419939577;12401;45
679;Core i5;8265U;8 GB;DDR4;UHD Graphics 620;SSD;512 GB;-;-;1325,4;6,019314923796589;7978;15
680;Core i7;8565U;16 GB;DDR4;Radeon RX 550X;SSD;512 GB;-;-;1329,0;6,699774266365688;8904;15
681;Core i7;8550U;8 GB;DDR4;UHD Graphics 620;SSD;256 GB;-;-;1329,0;6,204665161775771;8246;15
682;Core i7;8750H;16 GB;DDR4;GeForce GTX 1060;SSD;128 GB;Hybrid;1000 GB;1338,0;9,268310911808669;12401;45
683;Core i7;8565U;16 GB;DDR4;GeForce MX250;SSD;512 GB;-;-;1338,0;6,654708520179372;8904;15
684;Core i7;8550U;16 GB;DDR4;UHD Graphics 620;SSD;512 GB;-;-;1339,0;6,1583271097834205;8246;15
685;Core i5;8350U;16 GB;DDR4;UHD Graphics 620;SSD;512 GB;-;-;1339,0;6,079163554891711;8140;15
686;Core i5;8250U;8 GB;DDR4;UHD Graphics 620;SSD;256 GB;-;-;1339,99;5,70974410256793;7651;15
687;Core i5;9400H;16 GB;DDR4;UHD Graphics 630;SSD;256 GB;-;-;1340,0;8,533582089552239;11435;45
688;Core i7;8750H;16 GB;DDR4;GeForce GTX 1060;SSD;256 GB;HDD;1000 GB;1342,0;9,240685543964233;12401;45
689;Core i7;8750H;8 GB;DDR4;GeForce GTX 1050;SSD;128 GB;HDD;1000 GB;1344,0;9,226934523809524;12401;45
690;Core i7;8550U;8 GB;DDR4;UHD Graphics 620;SSD;512 GB;-;-;1345,0;6,1308550185873605;8246;15
691;Core i7;8565U;16 GB;DDR4;GeForce MX250;SSD;512 GB;-;-;1347,0;6,610244988864142;8904;15
692;Core i7;8565U;16 GB;DDR4;HD Graphics;SSD;256 GB;-;-;1347,0;6,610244988864142;8904;15
693;Core i7;8750H;16 GB;DDR4;GeForce GTX 1060;SSD;256 GB;HDD;1000 GB;1348,04;9,199281920417793;12401;45
695;Core i5;8265U;8 GB;DDR4;UHD Graphics 620;SSD;256 GB;-;-;1349,0;5,914010378057821;7978;15
696;Core i7;8565U;16 GB;DDR4;UHD Graphics 620;SSD;512 GB;-;-;1349,0;6,600444773906598;8904;15
697;Core i7;10510U;16 GB;DDR4;UHD Graphics;SSD;512 GB;-;-;1349,0;7,067457375833951;9534;15
698;Core i7;9750H;16 GB;DDR4;GTX 1660 Ti;SSD;128 GB;HDD;1000 GB;1349,0;9,991845811712379;13479;45
699;Core i7;8750H;16 GB;DDR4;GeForce GTX 1060;SSD;256 GB;HDD;1000 GB;1349,0;9,192735359525575;12401;45
700;Core i7;8750H;16 GB;DDR4;GeForce GTX 1050 Ti;SSD;256 GB;HDD;1000 GB;1349,0;9,192735359525575;12401;45
703;Core i7;9750H;16 GB;DDR4;GeForce GTX 1650;SSD;512 GB;-;-;1349,0;9,991845811712379;13479;45
704;Core i7;8565U;8 GB;DDR4;Radeon RX 550;SSD;256 GB;-;-;1349,0;6,600444773906598;8904;15
705;Core i5;8250U;16 GB;DDR4;UHD Graphics 620;SSD;256 GB;-;-;1349,9;5,667827246462701;7651;15
706;Core i5;9400H;16 GB;DDR4;UHD Graphics 630;SSD;512 GB;-;-;1351,0;8,464100666173206;11435;45
707;Core i7;9850H;8 GB;DDR4;GeForce MX150;SSD;256 GB;-;-;1354,0;10,395864106351551;14076;45
708;Core i7;8550U;8 GB;DDR4;UHD Graphics 620;SSD;256 GB;-;-;1354,0;6,0901033973412115;8246;15
709;Core i7;8565U;16 GB;DDR4;UHD Graphics 620;SSD;512 GB;-;-;1358,0;6,556701030927835;8904;15
710;Core i5;8250U;8 GB;DDR4;UHD Graphics 620;SSD;256 GB;-;-;1359,0;5,629874908020604;7651;15
713;Core i5;9300H;8 GB;DDR4;GeForce GTX 1650;SSD;128 GB;HDD;1000 GB;1365,0;7,148717948717949;9758;45
714;Core i5;9300H;8 GB;DDR4;GeForce GTX 1050;SSD;256 GB;-;-;1366,2;7,1424388815693165;9758;45
715;Core i7;8550U;16 GB;DDR4;UHD Graphics 620;SSD;512 GB;-;-;1368,0;6,027777777777778;8246;15
716;Core i7;9750H;8 GB;DDR4;GeForce GTX 1660 Ti;SSD;256 GB;-;-;1368,0;9,853070175438596;13479;45
717;Core i7;8750H;8 GB;DDR4;GeForce GTX 1050 Ti;SSD;128 GB;HDD;1000 GB;1368,5;9,061746437705517;12401;45
718;Core i7;8550U;16 GB;DDR4;UHD Graphics 620;SSD;512 GB;-;16 GB;1369,0;6,023374726077429;8246;15
719;Core i7;9750H;8 GB;DDR4;GeForce GTX 1660 Ti;SSD;256 GB;-;-;1369,0;9,845872899926954;13479;45
720;Core i7;8550U;8 GB;DDR4;UHD Graphics 620;SSD;256 GB;-;-;1369,99;6,019022036657202;8246;15
721;Core i7;8550U;16 GB;DDR4;UHD Graphics 620;SSD;512 GB;-;-;1369,99;6,019022036657202;8246;15
722;Core i5;8265U;8 GB;DDR4;UHD Graphics 620;SSD;256 GB;-;-;1378,0;5,78955007256894;7978;15
724;Core i7;8750H;8 GB;DDR4;GeForce GTX 1060;SSD;256 GB;HDD;1000 GB;1379,0;8,992748368382886;12401;45
725;Core i5;8265U;8 GB;DDR4;UHD Graphics 620;SSD;256 GB;-;-;1381,0;5,77697320782042;7978;15
727;Core i7;8750H;8 GB;DDR4;GeForce GTX 1050 Ti;SSD;256 GB;-;-;1389,0;8,928005759539237;12401;45
728;Core i5;9300H;8 GB;DDR4;GeForce RTX 2060;SSD;512 GB;SSD;6 GB;1397,01;6,984917788705879;9758;45
729;Core i5;7300HQ;8 GB;DDR4;GeForce GTX 1060;SSD;256 GB;-;-;1398,0;4,8040057224606585;6716;45
