CPU Name,Price(USD),CPU Mark,CPU Value,Thread Mark,Thread Value,TDP (W),Power Perf.,Socket,Category
Intel Core i5-4670 @ 3.40GHz,168.7,7471,44.28,2157,12.79,84,88,LGA1150,Desktop
Intel Core i5-4670K @ 3.40GHz,299.9,7635,25.46,2187,7.29,84,90,LGA1150,Desktop
Intel Core i5-4670K CPT @ 3.40GHz,0,7411,0,2099,0,84,88,LGA1150,Desktop
Intel Core i5-4670R @ 3.00GHz,276.0,7419,26.88,2159,7.82,65,114,FCBGA1364,Desktop
Intel Core i5-4670S @ 3.10GHz,213.0,7407,34.78,2148,10.09,65,113,FCLGA1150,Desktop
Intel Core i5-4670T @ 2.30GHz,259.02,6155,23.76,1830,7.07,45,136,FCLGA1150,Desktop
Intel Core i5-4690 @ 3.50GHz,224.7,7690,34.23,2217,9.87,84,91,LGA1150,Desktop
Intel Core i5-4690K @ 3.50GHz,159.0,7799,49.05,2235,14.06,88,88,LGA1150,Desktop
Intel Core i5-4690S @ 3.20GHz,359.21,7431,20.69,2198,6.12,65,114,LGA1150,Desktop
Intel Core i5-4690T @ 2.50GHz,0,6547,0,1955,0,45,145,LGA1150,Desktop
Intel Core i5-470UM @ 1.33GHz,0,1079,0,487,0,18,59,BGA1288,Laptop
Intel Core i5-480M @ 2.67GHz,80.6,2400,29.78,1122,13.92,35,68,BGA1288,Laptop
Intel Core i5-520 @ 2.40GHz,0,2244,0,0,0,35,64,NA,Laptop
Intel Core i5-5200U @ 2.20GHz,281.0,3496,12.44,1397,4.98,15,233,FCBGA1168,Laptop
Intel Core i5-520M @ 2.40GHz,29.8,2366,79.4,1060,35.57,35,67,BGA1288,Laptop
Intel Core i5-520UM @ 1.07GHz,0,1348,0,640,0,18,74,BGA1288,Laptop
Intel Core i5-5250U @ 1.60GHz,441.89,3590,8.12,1423,3.22,15,239,FCBGA1168,Laptop
Intel Core i5-5257U @ 2.70GHz,0,4409,0,1701,0,23,191,FCBGA1168,Laptop
Intel Core i5-5287U @ 2.90GHz,0,4700,0,1839,0,28,167,FCBGA1168,Laptop
Intel Core i5-5300U @ 2.30GHz,543.39,3840,7.07,1530,2.82,15,256,FCBGA1168,Laptop
Intel Core i5-5350U @ 1.80GHz,0,3520,0,1364,0,15,234,FCBGA1168,Laptop
Intel Core i5-540M @ 2.53GHz,68.0,2452,36.07,1105,16.26,35,70,BGA1288,Laptop
Intel Core i5-540UM @ 1.20GHz,0,1375,0,720,0,18,76,BGA1288,Laptop
Intel Core i5-5575R @ 2.80GHz,0,7484,0,1888,0,65,115,LGA1150,Desktop
Intel Core i5-560M @ 2.67GHz,81.97,2579,31.47,1197,14.61,35,73,BGA1288,Laptop
Intel Core i5-560UM @ 1.33GHz,0,1664,0,894,0,18,92,BGA1288,Laptop
Intel Core i5-5675C @ 3.10GHz,309.95,8135,26.25,2141,6.91,65,125,FCLGA1150,Desktop
Intel Core i5-5675R @ 3.10GHz,0,7991,0,2062,0,65,122,FCBGA1364,Desktop
Intel Core i5-580M @ 2.67GHz,109.95,2581,23.47,1222,11.12,35,73,BGA1288,Laptop
Intel Core i5-6198DU @ 2.30GHz,0,4149,0,1521,0,15,276,BGA1356,Laptop
Intel Core i5-6200U @ 2.30GHz,0,4010,0,1496,0,15,267,FCBGA1356,Laptop
Intel Core i5-6260U @ 1.80GHz,518.99,4360,8.4,1591,3.07,15,290,FCBGA1356,Laptop
Intel Core i5-6267U @ 2.90GHz,0,4888,0,1730,0,28,174,FCBGA1356,Laptop
Intel Core i5-6287U @ 3.10GHz,304.0,4751,15.63,1764,5.8,28,169,FCBGA1356,Laptop
Intel Core i5-6300HQ @ 2.30GHz,0,6095,0,1673,0,45,135,LGA 1151,Laptop
Intel Core i5-6300U @ 2.40GHz,0,4366,0,1623,0,15,291,FCBGA1356,Laptop
Intel Core i5-6360U @ 2.00GHz,0,4686,0,1743,0,15,312,FCBGA1356,Laptop
Intel Core i5-6400 @ 2.70GHz,228.83,6755,29.52,1824,7.97,65,103,LGA 1151,Desktop
Intel Core i5-6400T @ 2.20GHz,259.95,5615,21.6,1519,5.84,35,160,LGA 1151,Desktop
Intel Core i5-6402P @ 2.80GHz,189.99,7100,37.37,1899,10.0,65,109,LGA 1151,Desktop
Intel Core i5-6440EQ @ 2.70GHz,0,6223,0,1845,0,45,138,FCBGA1440,Laptop
Intel Core i5-6440HQ @ 2.60GHz,0,6813,0,1878,0,45,151,LGA 1151,Laptop
Intel Core i5-650 @ 3.20GHz,84.98,3096,36.44,1323,15.58,73,42,LGA1156,Desktop
Intel Core i5-6500 @ 3.20GHz,160.8,7246,45.04,1948,12.11,65,111,LGA 1151,Desktop
Intel Core i5-6500T @ 2.50GHz,144.99,6300,43.45,1717,11.85,35,180,LGA 1151,Desktop
Intel Core i5-6500TE @ 2.30GHz,209.99,6580,31.34,1749,8.33,35,188,LGA 1151,Desktop
Intel Core i5-655K @ 3.20GHz,59.99,3386,56.45,1440,24.01,73,46,LGA1156,Desktop
Intel Core i5-660 @ 3.33GHz,359.9,3245,9.02,1392,3.87,73,44,LGA1156,Desktop
Intel Core i5-6600 @ 3.30GHz,262.13,7774,29.66,2095,7.99,65,119,LGA 1151,Desktop
Intel Core i5-6600K @ 3.50GHz,263.11,8058,30.63,2146,8.16,91,88,FCLGA1151,Desktop
Intel Core i5-6600T @ 2.70GHz,299.95,7273,24.25,1932,6.44,35,207,LGA 1151,Desktop
Intel Core i5-661 @ 3.33GHz,229.99,3193,13.89,1340,5.83,87,36,LGA1156,Desktop
Intel Core i5-670 @ 3.47GHz,279.0,3309,11.86,1406,5.04,73,45,LGA1156,Desktop
Intel Core i5-680 @ 3.60GHz,89.99,3513,39.04,1551,17.24,73,48,LGA1156,Desktop
Intel Core i5-7200U @ 2.50GHz,281.0,4563,16.24,1716,6.11,15,304,FCBGA1356,Laptop
Intel Core i5-7260U @ 2.20GHz,557.7,5636,10.11,1936,3.47,15,375,BGA1356,Laptop
Intel Core i5-7267U @ 3.10GHz,0,4999,0,1752,0,28,178,BGA1356,Laptop
Intel Core i5-7287U @ 3.30GHz,0,5656,0,1931,0,28,202,NA,Laptop
Intel Core i5-7300HQ @ 2.50GHz,0,6716,0,1858,0,45,149,NA,Laptop
Intel Core i5-7300U @ 2.60GHz,419.0,5161,12.32,1956,4.67,15,344,FCBGA1356,Laptop
Intel Core i5-7360U @ 2.30GHz,0,5855,0,2064,0,15,390,FCBGA1356,Laptop
Intel Core i5-7400 @ 3.00GHz,207.81,7236,34.82,1945,9.36,65,111,FCLGA1151,Desktop
Intel Core i5-7400T @ 2.40GHz,205.2,6333,30.85,1693,8.25,35,180,LGA1151,Desktop
Intel Core i5-7440HQ @ 2.80GHz,0,7641,0,2099,0,45,169,BGA1440,Laptop
Intel Core i5-7442EQ @ 2.10GHz,250.0,5901,23.6,1674,6.7,25,236,FCBGA1440,Laptop
Intel Core i5-750 @ 2.67GHz,40.1,3720,92.57,1146,28.52,95,39,LGA1156,Desktop
Intel Core i5-7500 @ 3.40GHz,202.3,7936,39.22,2114,10.45,65,122,LGA1151,Desktop
Intel Core i5-7500T @ 2.70GHz,233.7,6956,29.77,1854,7.94,35,198,FCLGA1151,Desktop
Intel Core i5-760 @ 2.80GHz,209.0,3936,18.84,1208,5.78,95,41,LGA1156,Desktop
Intel Core i5-7600 @ 3.50GHz,261.4,8639,33.05,2280,8.72,65,132,FCLGA1151,Desktop
Intel Core i5-7600K @ 3.80GHz,314.2,9048,28.79,2380,7.58,91,99,FCLGA1151,Desktop
Intel Core i5-7600T @ 2.80GHz,253.2,7983,31.52,2106,8.32,35,228,FCLGA1151,Desktop
Intel Core i5-7640X @ 4.00GHz,242.0,9461,39.1,2449,10.12,112,84,FCLGA2066,Desktop
Intel Core i5-7Y54 @ 1.20GHz,0,3548,0,1361,0,0,788,FCBGA1515,Laptop
Intel Core i5-7Y57 @ 1.20GHz,0,3676,0,1337,0,0,816,FCBGA1515,Laptop
Intel Core i5-8200Y @ 1.30GHz,291.0,4339,14.91,1531,5.26,5,867,FCBGA1515,Laptop
Intel Core i5-8210Y @ 1.60GHz,0,4227,0,1522,0,7,603,FCBGA1515,Laptop
Intel Core i5-8250U @ 1.60GHz,0,7651,0,1926,0,15,510, FC-BGA1356,Laptop
Intel Core i5-8259U @ 2.30GHz,648.0,10994,16.97,2219,3.42,28,392,FCBGA1528,Laptop
Intel Core i5-8265U @ 1.60GHz,297.0,7978,26.86,2133,7.18,15,531,FCBGA1528,Laptop
Intel Core i5-8265UC @ 1.60GHz,0,7780,0,2143,0,0,0,FCBGA1528,Laptop
Intel Core i5-8279U @ 2.40GHz,320.0,10623,33.2,2236,6.99,28,379,FCBGA1528,Laptop
Intel Core i5-8300H @ 2.30GHz,250.0,9465,37.86,2300,9.2,45,210,FCLGA1151-2,Laptop
Intel Core i5-8305G @ 2.80GHz,0,8947,0,2084,0,65,137,BGA2270,Laptop
Intel Core i5-8350U @ 1.70GHz,297.0,8140,27.41,2063,6.95,15,542,FC-BGA1356,Laptop
Intel Core i5-8365U @ 1.60GHz,297.0,8398,28.28,2290,7.71,15,559,FCBGA1528,Laptop
Intel Core i5-8400 @ 2.80GHz,190.8,11574,60.66,2332,12.22,65,178,FCLGA1151-2,Desktop
Intel Core i5-8400H @ 2.50GHz,250.0,10408,41.63,2436,9.75,45,231,FCBGA1440,Laptop
Intel Core i5-8400T @ 1.70GHz,199.0,9517,47.82,1925,9.68,35,271,FCLGA1151-2,Desktop
Intel Core i5-8500 @ 3.00GHz,209.0,11808,56.5,2406,11.52,65,181,FCLGA1151-2,Desktop
Intel Core i5-8500B @ 3.00GHz,192.0,12756,66.44,2465,12.84,65,196,FCBGA1440,Laptop
Intel Core i5-8500T @ 2.10GHz,234.36,9992,42.64,2036,8.69,35,285,FCLGA1151-2,Desktop
Intel Core i5-8600 @ 3.10GHz,277.21,12472,44.99,2505,9.04,65,191,FCLGA1151-2,Desktop
Intel Core i5-8600K @ 3.60GHz,285.8,12682,44.37,2512,8.79,95,133,FCLGA1151-2,Desktop
Intel Core i5-8600T @ 2.30GHz,366.99,10981,29.92,2211,6.03,35,313,FCLGA1151-2,Desktop
Intel Core i5-9300H @ 2.40GHz,250.0,9758,39.03,2360,9.44,45,216,FCBGA1440,Laptop
Intel Core i5-9400 @ 2.90GHz,189.9,11969,63.0,2396,12.61,65,184,FCLGA1151-2,Desktop
Intel Core i5-9400F @ 2.90GHz,144.9,12115,83.56,2396,16.53,65,186,FCLGA1151-2,"Desktop, Laptop"
Intel Core i5-9400H @ 2.50GHz,250.0,11435,45.74,2521,10.09,45,254,FCBGA1440,Laptop
Intel Core i5-9400T @ 1.80GHz,0,9976,0,1966,0,35,285,FCLGA1151-2,Desktop
Intel Core i5-9500 @ 3.00GHz,249.9,12141,48.57,2622,10.49,65,186,FCLGA1151-2,Desktop
Intel Core i5-9500F @ 3.00GHz,202.0,13014,64.43,2638,13.06,65,200,FCLGA1151-2,Desktop
Intel Core i5-9500T @ 2.20GHz,192.0,10532,54.86,2203,11.48,35,300,FCLGA1151-2,Desktop
Intel Core i5-9600 @ 3.10GHz,224.0,13931,62.19,2724,12.16,65,214,FCLGA1151-2,Desktop
Intel Core i5-9600K @ 3.70GHz,243.9,13478,55.25,2680,10.99,95,141,FCLGA1151-2,Desktop
Intel Core i5-9600KF @ 3.70GHz,239.9,13579,56.58,2690,11.21,95,142,FCLGA1151-2,Desktop
Intel Core i7-10510U @ 1.80GHz,409.0,9534,23.31,2402,5.87,15,635,FCBGA1528,Laptop
Intel Core i7-1065G7 @ 1.30GHz,0,10763,0,2563,0,15,717,FCBGA-1528,Laptop
Intel Core i7-10710U @ 1.10GHz,443.0,13052,29.46,2324,5.25,15,870,FCBGA1528,Laptop
Intel Core i7-2600 @ 3.40GHz,119.9,8185,68.22,1922,16.02,95,86,LGA1155,Desktop
Intel Core i7-2600K @ 3.40GHz,147.4,8435,57.23,1941,13.17,95,88,LGA1155,Desktop
Intel Core i7-2600S @ 2.80GHz,105.12,7092,67.47,1810,17.23,65,109,LGA1155,Desktop
Intel Core i7-2610UE @ 1.50GHz,0,2481,0,1079,0,17,145,BGA1023,Laptop
Intel Core i7-2617M @ 1.50GHz,0,2812,0,1151,0,17,165,BGA1023,Laptop
Intel Core i7-2620M @ 2.70GHz,169.81,3841,22.62,1562,9.2,35,109,BGA1023,Laptop
Intel Core i7-2630QM @ 2.00GHz,102.0,5521,54.12,1312,12.86,45,122,PGA988B,Laptop
Intel Core i7-2630UM @ 1.60GHz,0,2584,0,1028,0,0,0,NA,Laptop
Intel Core i7-2635QM @ 2.00GHz,0,5478,0,1296,0,45,121,BGA1224,Laptop
Intel Core i7-2637M @ 1.70GHz,0,2900,0,1203,0,17,170,BGA1023,Laptop
Intel Core i7-2640M @ 2.80GHz,119.95,3925,32.73,1590,13.26,35,112,BGA1023,Laptop
Intel Core i7-2655LE @ 2.20GHz,0,3229,0,1369,0,25,129,BGA1023,Desktop
Intel Core i7-2670QM @ 2.20GHz,138.4,5878,42.47,1392,10.06,45,130,PGA988B,Laptop
Intel Core i7-2675QM @ 2.20GHz,0,5537,0,1298,0,45,123,BGA1224,Laptop
Intel Core i7-2677M @ 1.80GHz,0,2833,0,1184,0,17,166,BGA1023,Laptop
Intel Core i7-2700K @ 3.50GHz,300.0,8691,28.97,2006,6.69,95,91,LGA1155,Desktop
Intel Core i7-2710QE @ 2.10GHz,0,5768,0,1384,0,45,128,PGA988B,Laptop
Intel Core i7-2715QE @ 2.10GHz,0,5365,0,1271,0,45,119,BGA1023,Laptop
Intel Core i7-2720QM @ 2.20GHz,189.95,6100,32.12,1457,7.68,45,135,BGA1224,Laptop
Intel Core i7-2760QM @ 2.40GHz,209.95,6557,31.23,1589,7.57,45,145,BGA1224,Laptop
Intel Core i7-2820QM @ 2.30GHz,191.0,6646,34.79,1558,8.16,45,147,BGA1224,Laptop
Intel Core i7-2840QM @ 2.40GHz,0,6766,0,1658,0,0,0,rPGA988B,Laptop
Intel Core i7-2860QM @ 2.50GHz,541.0,6953,12.85,1650,3.05,45,154,BGA1224,Laptop
Intel Core i7-2920XM @ 2.50GHz,440.44,6998,15.89,1650,3.75,55,127,FCPGA988,Laptop
Intel Core i7-2960XM @ 2.70GHz,409.95,7224,17.62,1698,4.14,55,131,PGA988B,Laptop
Intel Core i7-3517U @ 1.90GHz,0,3541,0,1387,0,17,208,BGA1023,Laptop
Intel Core i7-3517UE @ 1.70GHz,0,3150,0,1239,0,17,185,BGA1023,Laptop
Intel Core i7-3520M @ 2.90GHz,132.02,4548,34.45,1781,13.5,35,129,BGA1023,Laptop
Intel Core i7-3537U @ 2.00GHz,0,3809,0,1497,0,17,224,BGA1023,Laptop
Intel Core i7-3540M @ 3.00GHz,429.95,4667,10.85,1830,4.26,35,133,rPGA988B,Laptop
Intel Core i7-3555LE @ 2.50GHz,0,3966,0,1546,0,25,158,BGA1023,Laptop
Intel Core i7-3610QE @ 2.30GHz,0,6544,0,1401,0,45,145,rPGA988B,Laptop
Intel Core i7-3610QM @ 2.30GHz,399.99,7458,18.65,1637,4.09,45,165,PGA988B,Laptop
Intel Core i7-3612QE @ 2.10GHz,0,6712,0,1505,0,35,191,BGA1224,Laptop
Intel Core i7-3612QM @ 2.10GHz,0,6816,0,1521,0,35,194,"PGA988B, FCBGA12",Laptop
Intel Core i7-3615QE @ 2.30GHz,0,7458,0,1731,0,45,165,BGA1224,Laptop
Intel Core i7-3615QM @ 2.30GHz,0,7389,0,1647,0,45,164,BGA1224,Laptop
Intel Core i7-3630QM @ 2.40GHz,239.0,7581,31.72,1684,7.05,45,168,rPGA988B,Laptop
Intel Core i7-3632QM @ 2.20GHz,229.95,6927,30.13,1562,6.79,35,197,rPGA988B,Laptop
Intel Core i7-3635QM @ 2.40GHz,0,6677,0,1531,0,45,148,NA,Laptop
Intel Core i7-3667U @ 2.00GHz,0,3975,0,1553,0,17,233,BGA1023,Laptop
Intel Core i7-3687U @ 2.10GHz,0,4137,0,1614,0,17,243,BGA1023,Laptop
Intel Core i7-3689Y @ 1.50GHz,0,3220,0,1240,0,13,247,FCBGA1023,Laptop
Intel Core i7-3720QM @ 2.60GHz,363.0,8122,22.38,1820,5.01,45,180,BGA1224,Laptop
Intel Core i7-3740QM @ 2.70GHz,239.95,8310,34.63,1872,7.8,45,184,rPGA988B,Laptop
Intel Core i7-3770 @ 3.40GHz,112.6,9278,82.34,2068,18.35,77,120,LGA1155,Desktop
Intel Core i7-3770K @ 3.50GHz,209.4,9515,45.42,2083,9.95,77,123,LGA1155,Desktop
Intel Core i7-3770S @ 3.10GHz,149.6,8900,59.47,2026,13.54,65,136,LGA1155,Desktop
Intel Core i7-3770T @ 2.50GHz,329.99,8204,24.86,1933,5.86,45,182,LGA1155,Desktop
Intel Core i7-3820 @ 3.60GHz,399.99,8989,22.47,1942,4.86,130,69,LGA2011,Desktop
Intel Core i7-3820QM @ 2.70GHz,285.0,8404,29.49,1844,6.47,45,186,BGA1224,Laptop
Intel Core i7-3840QM @ 2.80GHz,289.05,8762,30.31,1911,6.61,45,194,rPGA988B,Laptop
Intel Core i7-3920XM @ 2.90GHz,0,8981,8.19,1959,1.79,55,163,FCPGA988,Laptop
Intel Core i7-3930K @ 3.20GHz,229.99,11975,52.07,1934,8.41,130,92,LGA2011,Desktop
Intel Core i7-3940XM @ 3.00GHz,539.0,9160,17.0,1986,3.69,55,166,rPGA988B,Laptop
Intel Core i7-3960X @ 3.30GHz,909.99,12574,13.82,1986,2.18,130,96,LGA2011,Desktop
Intel Core i7-3970X @ 3.50GHz,509.94,12696,24.9,2017,3.96,150,84,LGA2011,Desktop
Intel Core i7-4500U @ 1.80GHz,0,3788,0,1559,0,15,252,BGA1168,Laptop
Intel Core i7-4510U @ 2.00GHz,0,3916,0,1629,0,15,261,FCBGA1168,Laptop
Intel Core i7-4550U @ 1.50GHz,0,3676,0,1506,0,15,245,BGA1168,Laptop
Intel Core i7-4558U @ 2.80GHz,0,4401,0,1710,0,28,157,BGA1168,Laptop
Intel Core i7-4560U @ 1.60GHz,0,4329,0,1806,0,0,0,NA,Laptop
Intel Core i7-4578U @ 3.00GHz,0,4780,0,1988,0,28,170,FCBGA1168,Laptop
Intel Core i7-4600M @ 2.90GHz,0,4900,0,1958,0,37,132,PGA946,Laptop
Intel Core i7-4600U @ 2.10GHz,0,4103,0,1689,0,15,273,FCBGA1168,Laptop
Intel Core i7-4610M @ 3.00GHz,0,4913,0,1972,0,37,132,"FPGA946,FPGA947",Laptop
Intel Core i7-4610Y @ 1.70GHz,0,3746,0,1581,0,0,325,BGA1168,Desktop
Intel Core i7-4650U @ 1.70GHz,0,3950,0,1686,0,15,263,BGA1168,Laptop
Intel Core i7-4700EQ @ 2.40GHz,0,7203,0,1831,0,47,153,FCBGA1364,Desktop
Intel Core i7-4700HQ @ 2.40GHz,383.0,7734,20.2,1792,4.68,47,164,FCBGA1364,Laptop
Intel Core i7-4700MQ @ 2.40GHz,189.0,7689,40.68,1809,9.57,47,163,rPGA946B,Laptop
Intel Core i7-4702HQ @ 2.20GHz,0,7413,0,1697,0,37,200,FCBGA1364,Laptop
Intel Core i7-4702MQ @ 2.20GHz,218.45,7131,32.65,1702,7.8,37,192,FCPGA946,Laptop
Intel Core i7-4710HQ @ 2.50GHz,378.0,7723,20.43,1819,4.81,47,164,FCBGA1364,Laptop
Intel Core i7-4710MQ @ 2.50GHz,271.57,7987,29.41,1898,6.99,47,169,FCPGA946,Laptop
Intel Core i7-4712HQ @ 2.30GHz,0,7536,0,1762,0,37,203,FCBGA1364,Laptop
Intel Core i7-4712MQ @ 2.30GHz,0,7200,0,1747,0,37,194,FCPGA946,Laptop
Intel Core i7-4720HQ @ 2.60GHz,0,7990,0,1908,0,47,170,BGA1364,Laptop
Intel Core i7-4722HQ @ 2.40GHz,0,8093,0,1941,0,37,218,FCBGA1364,Laptop
Intel Core i7-4750HQ @ 2.00GHz,0,8202,0,1739,0,47,174,FCBGA1364,Laptop
Intel Core i7-4760HQ @ 2.10GHz,0,8793,0,1836,0,47,187,FCBGA1364,Laptop
Intel Core i7-4765T @ 2.00GHz,399.99,7305,18.26,1693,4.23,35,208,FCLGA1150,Desktop
Intel Core i7-4770 @ 3.40GHz,162.9,9781,60.03,2227,13.67,84,116,LGA1150,Desktop
Intel Core i7-4770HQ @ 2.20GHz,0,8961,0,1896,0,47,190,FCBGA1364,Laptop
Intel Core i7-4770K @ 3.50GHz,343.0,10076,29.38,2250,6.56,84,119,LGA1150,Desktop
Intel Core i7-4770R @ 3.20GHz,0,9830,0,2148,0,65,151,FCBGA1364,Desktop
Intel Core i7-4770S @ 3.10GHz,610.0,9347,15.32,2173,3.56,65,143,LGA1150,Desktop
Intel Core i7-4770T @ 2.50GHz,399.99,8601,21.51,2071,5.18,45,191,LGA1150,Desktop
Intel Core i7-4770TE @ 2.30GHz,0,6732,0,1574,0,45,149,LGA1150,Desktop
Intel Core i7-4771 @ 3.50GHz,609.99,9862,16.17,2216,3.63,84,117,LGA1150,Desktop
Intel Core i7-4785T @ 2.20GHz,0,7639,0,1779,0,35,218,FCLGA1150,Desktop
Intel Core i7-4790 @ 3.60GHz,169.8,9990,58.81,2282,13.44,84,118,FCLGA1150,Desktop
Intel Core i7-4790K @ 4.00GHz,279.9,11165,39.88,2528,9.03,88,126,LGA1150,Desktop
Intel Core i7-4790S @ 3.20GHz,269.0,9559,35.54,2242,8.34,65,147,LGA1150,Desktop
Intel Core i7-4790T @ 2.70GHz,359.9,9068,25.19,2163,6.01,45,201,LGA1150,Desktop
Intel Core i7-4800MQ @ 2.70GHz,204.0,8444,41.4,1992,9.77,47,179,rPGA946B,Laptop
Intel Core i7-4810MQ @ 2.80GHz,189.95,8656,45.57,2068,10.89,47,184,FCPGA946,Laptop
Intel Core i7-4820K @ 3.70GHz,219.99,9721,44.19,2016,9.17,130,74,FCLGA2011,Desktop
Intel Core i7-4850HQ @ 2.30GHz,434.0,9056,20.87,1946,4.49,47,192,FCBGA1364,Laptop
Intel Core i7-4860EQ @ 1.80GHz,0,7899,0,1745,0,47,168,FCBGA1364,Laptop
Intel Core i7-4860HQ @ 2.40GHz,0,9289,0,1965,0,47,197,FCBGA1364,Laptop
Intel Core i7-4870HQ @ 2.50GHz,0,9349,0,2045,0,47,198,FCBGA1364,Laptop
Intel Core i7-4900MQ @ 2.80GHz,586.67,8986,15.32,2075,3.54,47,191,FCPGA946,Laptop
Intel Core i7-4910MQ @ 2.90GHz,459.95,9347,20.32,2153,4.68,47,198,FCPGA946,Laptop
Intel Core i7-4930K @ 3.40GHz,475.5,13023,27.39,1998,4.2,130,100,LGA2011,Desktop
Intel Core i7-4930MX @ 3.00GHz,0,9444,8.62,2163,1.97,57,165,FCPGA946,Laptop
Intel Core i7-4940MX @ 3.10GHz,709.95,9794,13.8,2238,3.15,57,171,"FPGA946,FPGA947",Laptop
Intel Core i7-4960HQ @ 2.60GHz,623.0,9856,15.82,2165,3.48,47,209,FCBGA1364,Laptop
Intel Core i7-4960X @ 3.60GHz,769.99,13813,17.94,2082,2.7,130,106,LGA2011,Desktop
Intel Core i7-4980HQ @ 2.80GHz,0,10296,0,2257,0,47,219,FCBGA1364,Laptop
Intel Core i7-5500U @ 2.40GHz,0,3979,0,1544,0,15,265,FCBGA1168,Laptop
Intel Core i7-5550U @ 2.00GHz,0,3851,0,1554,0,15,256,FCBGA1168,Laptop
Intel Core i7-5557U @ 3.10GHz,705.0,4953,7.03,1893,2.69,28,176,FCBGA1168,Laptop
Intel Core i7-5600U @ 2.60GHz,0,4328,0,1662,0,15,288,FCBGA1168,Laptop
Intel Core i7-5650U @ 2.20GHz,0,4242,0,1674,0,15,282,FCBGA1168,Laptop
Intel Core i7-5675C @ 3.10GHz,0,8164,0,2196,0,65,125,LGA1150,Desktop
Intel Core i7-5700EQ @ 2.60GHz,0,8239,0,1968,0,47,175,FCBGA1364,Laptop
Intel Core i7-5700HQ @ 2.70GHz,0,8347,0,1996,0,47,177,FCBGA1364,Laptop
Intel Core i7-5775C @ 3.30GHz,686.32,10869,15.84,2208,3.22,65,167,FCLGA1150,Desktop
Intel Core i7-5775R @ 3.30GHz,0,10879,0,2153,0,65,167,LGA1150,Desktop
Intel Core i7-5820K @ 3.30GHz,249.9,13013,52.06,2025,8.1,140,92,LGA2011-v3,Desktop
Intel Core i7-5850EQ @ 2.70GHz,435.0,9817,22.57,1964,4.52,47,208,FCBGA1364,Laptop
Intel Core i7-5850HQ @ 2.70GHz,434.0,9459,21.8,2076,4.78,47,201,FCBGA1364,Laptop
Intel Core i7-5930K @ 3.50GHz,329.0,13664,41.53,2104,6.4,140,97,LGA2011-v3,Desktop
Intel Core i7-5950HQ @ 2.90GHz,0,10850,0,2237,0,47,230,FCBGA1364,Laptop
Intel Core i7-5960X @ 3.00GHz,0,15993,15.34,2000,1.92,140,114,LGA2011-v3,Desktop
Intel Core i7-610 @ 2.53GHz,0,1969,0,0,0,35,56,BGA1288,Unknown
Intel Core i7-610E @ 2.53GHz,0,2544,0,1377,0,35,72,BGA1288,Laptop
Intel Core i7-620LM @ 2.00GHz,0,1954,0,931,0,25,78,rPGA988A,Laptop
Intel Core i7-620M @ 2.67GHz,110.0,2718,24.72,1214,11.04,35,77,BGA1288,Laptop
Intel Core i7-620UM @ 1.07GHz,0,1323,0,589,0,18,73,BGA1288,Laptop
Intel Core i7-640LM @ 2.13GHz,0,2245,0,1067,0,25,89,BGA1288,Laptop
Intel Core i7-640M @ 2.80GHz,199.95,2827,14.14,1301,6.51,35,80,BGA1288,Laptop
Intel Core i7-640UM @ 1.20GHz,0,1638,0,803,0,18,91,BGA1288,Laptop
Intel Core i7-6498DU @ 2.50GHz,0,4470,0,1682,0,15,298,BGA1356,Laptop
Intel Core i7-6500U @ 2.50GHz,393.0,4424,11.26,1642,4.18,15,294,FCBGA1356,Laptop
Intel Core i7-6560U @ 2.20GHz,0,4816,0,1715,0,15,321,NA,Laptop
Intel Core i7-6567U @ 3.30GHz,0,5574,0,1980,0,28,199,FCBGA1356,Laptop
Intel Core i7-6600U @ 2.60GHz,0,4802,0,1803,0,15,320,FCBGA1356,Laptop
Intel Core i7-660UM @ 1.33GHz,0,1745,0,800,0,18,96,BGA1288,Laptop
Intel Core i7-6650U @ 2.20GHz,0,4977,0,1814,0,15,331,FCBGA1356,Laptop
Intel Core i7-6700 @ 3.40GHz,334.9,10003,29.86,2154,6.43,65,153,LGA 1151,Desktop
Intel Core i7-6700HQ @ 2.60GHz,378.0,8128,21.5,1799,4.76,45,180,FCBGA1440,Laptop
Intel Core i7-6700K @ 4.00GHz,312.61,11109,35.54,2354,7.53,95,116,LGA1151,Desktop
Intel Core i7-6700T @ 2.80GHz,375.9,9000,23.94,1974,5.25,35,257,LGA 1151,Desktop
Intel Core i7-6700TE @ 2.40GHz,0,8674,0,1923,0,35,247,LGA 1151,Desktop
Intel Core i7-6770HQ @ 2.60GHz,0,9720,9.7,1908,1.9,45,216,FCBGA1440,Laptop
Intel Core i7-6800K @ 3.40GHz,337.0,13565,40.25,2065,6.13,140,96,LGA2011-v3,Desktop
Intel Core i7-680UM @ 1.47GHz,0,1710,0,851,0,18,95,BGA1288,Laptop
Intel Core i7-6820EQ @ 2.80GHz,0,8630,0,1923,0,45,191,FCBGA1440,Laptop
Intel Core i7-6820HK @ 2.70GHz,0,9122,0,1887,0,45,202,FCBGA1440,Laptop
Intel Core i7-6820HQ @ 2.70GHz,0,8759,0,1875,0,45,194,FCBGA1440,Laptop
Intel Core i7-6822EQ @ 2.00GHz,0,6501,0,1400,0,25,260,LGA 1151,Laptop
