cpuFamily;cpuModel;ramSize;ramType;gpuModel;hdd1Type;hdd1Size;hdd2Type;hdd2Size;price
Core i7;8565U;8 GB;DDR4;UHD Graphics 620;SSD;256 GB;-;-;1219.0
Core i7;8750H;8 GB;DDR4;GeForce GTX 1060;SSD;256 GB;HDD;1000 GB;1219.0
Core i7;9750H;8 GB;DDR4;GeForce GTX 1660 Ti;SSD;256 GB;-;256 GB;1219.99
Core i7;8550U;8 GB;DDR4;UHD Graphics 620;SSD;256 GB;-;-;1225.0
Core i5;10210U;8 GB;DDR3;UHD Graphics 620;SSD;256 GB;-;-;1225.0
Core i7;8550U;8 GB;DDR3;UHD Graphics 620;SSD;256 GB;-;-;1229.0
Core i7;8750H;8 GB;DDR4;GeForce GTX 1050 Ti;SSD;256 GB;SSD;-;1229.0
Core i5;6200U;8 GB;DDR3;HD Graphics 520;SSD;256 GB;-;-;1229.0
Core i7;9750H;8 GB;DDR4;GeForce GTX 1660 Ti;SSD;512 GB;-;-;1238.0
Core i5;8250U;8 GB;DDR4;UHD Graphics 620;SSD;512 GB;-;-;1239.0
Core i7;8565U;8 GB;DDR4;UHD Graphics 620;SSD;512 GB;-;-;1239.0
Core i7;8565U;16 GB;DDR4;UHD Graphics 620;SSD;512 GB;-;-;1239.0
Core i7;9750H;8 GB;DDR4;GeForce GTX 1650;SSD;512 GB;-;-;1239.0
Core i7;8565U;16 GB;DDR4;UHD Graphics 620;SSD;512 GB;-;-;1242.9
Core i5;7200U;8 GB;DDR4;HD Graphics 620;SSD;256 GB;-;-;1244.0
Core i7;9750H;16 GB;DDR4;GeForce GTX 1050;SSD;256 GB;HDD;1000 GB;1245.27
Core i7;8565U;8 GB;DDR4;GeForce MX250;SSD;256 GB;-;-;1247.0
Core i7;8750H;16 GB;DDR4;GeForce GTX 1060;SSD;256 GB;HDD;1000 GB;1248.0
Core i7;9750H;8 GB;DDR4;GeForce GTX 1660 Ti;SSD;256 GB;-;-;1248.0
Core i7;8550U;8 GB;DDR3;UHD Graphics 620;SSD;256 GB;-;-;1249.0
Core i7;10510U;16 GB;DDR4;GeForce MX250;SSD;512 GB;-;-;1249.0
Core i5;8250U;8 GB;DDR4;UHD Graphics 620;SSD;256 GB;-;-;1249.0
Core i7;8550U;8 GB;DDR4;GeForce MX150;SSD;256 GB;HDD;1000 GB;1249.0
Core i7;8565U;8 GB;DDR4;UHD Graphics 620;SSD;256 GB;-;-;1249.0
Core i7;8665U;16 GB;DDR4;UHD Graphics 620;SSD;256 GB;-;-;1249.0
Core i5;7200U;8 GB;DDR4;HD Graphics 620;SSD;256 GB;-;-;1249.0
Core i7;8750H;8 GB;DDR4;GeForce GTX 1050 Ti;SSD;128 GB;HDD;1000 GB;1249.0
Core i7;8750H;12 GB;DDR4;GeForce GTX 1050 Ti;SSD;128 GB;HDD;1000 GB;1249.99
Core i5;8400H;8 GB;DDR4;UHD Graphics 630;SSD;256 GB;-;-;1251.0
Core i7;9750H;8 GB;DDR4;GeForce GTX 1650;SSD;256 GB;HDD;1000 GB;1255.0
Core i7;9750H;16 GB;DDR4;GeForce GTX 1650;SSD;256 GB;HDD;1000 GB;1258.0
Core i5;-;8 GB;DDR3;UHD Graphics 617;SSD;256 GB;-;-;1258.99
Core i7;8550U;8 GB;DDR4;UHD Graphics 620;SSD;512 GB;-;-;1259.0
Core i7;8750H;16 GB;DDR4;GeForce GTX 1060;SSD;256 GB;-;-;1259.0
Core i7;8750H;8 GB;DDR4;GeForce GTX 1050Ti;SSD;128 GB;HDD;1000 GB;1259.0
Core i5;8265U;8 GB;DDR4;UHD Graphics 620;SSD;256 GB;-;-;1259.99
Core i7;8565U;8 GB;DDR4;GeForce MX150;SSD;512 GB;-;-;1260.0
Core i7;8750H;8 GB;DDR4;GeForce GTX 1050 Ti;SSD;128 GB;HDD;1000 GB;1262.57
Core i5;8365U;16 GB;DDR4;UHD Graphics 620;SSD;512 GB;-;-;1263.65
Core i5;8265U;16 GB;DDR4;UHD Graphics 620;SSD;512 GB;-;-;1266.0
Core i7;8565U;8 GB;DDR4;UHD Graphics 620;SSD;256 GB;SSD;256 GB;1268.0
Core i7;8750H;16 GB;DDR4;GeForce GTX 1060;SSD;256 GB;HDD;1000 GB;1268.0
Core i7;8750H;16 GB;DDR4;GeForce GTX 1060;SSD;128 GB;HDD;1000 GB;1269.0
Core i7;8565U;8 GB;DDR4;UHD Graphics 620;SSD;256 GB;-;-;1269.14
Core i7;8750H;16 GB;DDR4;GeForce GTX 1060;SSD;512 GB;-;-;1278.0
Core i7;9750H;8 GB;DDR4;GeForce GTX 1660 Ti;SSD;512 GB;-;-;1278.01
Core i7;9750H;16 GB;DDR4;GeForce GTX 1660 Ti;SSD;512 GB;-;-;1279.0
Core i5;9300H;8 GB;DDR4;GeForce RTX 2060;SSD;1000 GB;-;-;1279.0
Core i7;8750H;16 GB;DDR4;GeForce GTX 1050;SSD;128 GB;HDD;1000 GB;1279.0
Core i7;8565U;16 GB;DDR4;GeForce MX250;SSD;512 GB;-;-;1282.0
Core i5;8265U;8 GB;DDR4;UHD Graphics 620;SSD;512 GB;-;-;1283.0
Core i7;8750H;16 GB;DDR4;GeForce GTX 1060;SSD;128 GB;HDD;1000 GB;1287.6
Core i7;8565U;8 GB;DDR3;GeForce MX150;SSD;512 GB;-;-;1287.99
Core i7;7500U;8 GB;DDR3;HD Graphics 620;SSD;512 GB;-;-;1288.0
Core i7;8750H;16 GB;DDR4;GeForce GTX 1060;SSD;512 GB;HDD;2000 GB;1289.0
Core i7;8650U;8 GB;DDR4;UHD Graphics 620;SSD;256 GB;-;-;1292.0
Core i5;8265U;8 GB;DDR4;UHD Graphics 620;SSD;256 GB;-;-;1292.0
Core i7;8550U;8 GB;DDR4;UHD Graphics 620;SSD;256 GB;-;-;1293.99
Core i7;7500U;8 GB;DDR4;HD Graphics 620;SSD;256 GB;-;-;1295.0
Core i7;8550U;16 GB;DDR4;UHD Graphics 620;SSD;512 GB;-;-;1295.0
Core i5;7200U;8 GB;DDR4;HD Graphics 620;SSD;256 GB;-;-;1295.0
Core i7;9750H;16 GB;DDR4;GeForce GTX 1650;SSD;512 GB;-;-;1296.0
Core i7;8550U;8 GB;DDR4;UHD Graphics 620;SSD;256 GB;-;-;1298.0
Core i5;9300H;16 GB;DDR4;GeForce GTX 1660;SSD;256 GB;HDD;1000 GB;1299.0
Core i5;8250U;8 GB;DDR3;UHD Graphics 620;SSD;256 GB;-;-;1299.0
Core i7;9750H;16 GB;DDR4;GeForce GTX 1650;SSD;512 GB;-;-;1299.0
Core i5;8265U;8 GB;DDR3;GeForce MX250;SSD;256 GB;-;-;1299.0
Core i5;8265U;8 GB;DDR4;UHD Graphics 620;SSD;256 GB;-;-;1299.0
Core i7;8565U;16 GB;DDR4;GeForce MX150;SSD;512 GB;-;-;1299.0
Core i7;9750H;8 GB;DDR4;GeForce GTX 1660 Ti;SSD;512 GB;-;-;1299.0
Core i7;9750H;16 GB;DDR4;GeForce GTX 1650;SSD;128 GB;HDD;1000 GB;1299.0
Core i7;8750H;16 GB;DDR4;GeForce GTX 1060;SSD;256 GB;-;-;1299.0
Core i7;8750H;16 GB;DDR4;GeForce GTX 1050;SSD;256 GB;HDD;1000 GB;1299.0
Core i7;8750H;12 GB;DDR4;GeForce GTX 1050 Ti;SSD;128 GB;Hybrid;1000 GB;1299.01
Core i5;8250U;8 GB;DDR4;UHD Graphics 620;SSD;256 GB;-;-;1299.9
Core i5;8265U;8 GB;DDR4;UHD Graphics 620;SSD;256 GB;-;-;1299.9
Core i7;8750H;8 GB;DDR4;GeForce GTX 1060;SSD;128 GB;HDD;1000 GB;1299.9
Core i7;9750H;8 GB;DDR4;GeForce GTX 1050;SSD;256 GB;-;-;1299.9
Core i7;10510U;16 GB;DDR4;GeForce MX250;SSD;512 GB;-;-;1303.0
Core i7;8550U;16 GB;DDR4;UHD Graphics 620;SSD;512 GB;-;-;1309.0
Core i7;8750H;16 GB;DDR4;GeForce GTX 1050;SSD;512 GB;HDD;1000 GB;1309.0
Core i7;8750H;16 GB;DDR4;GeForce GTX 1050 Ti;SSD;128 GB;HDD;1000 GB;1309.0
Core i5;8250U;8 GB;DDR4;UHD Graphics 620;SSD;256 GB;-;-;1311.0
Core i7;8665U;16 GB;DDR4;UHD Graphics 620;SSD;512 GB;-;-;1318.0
Core i5;8250U;8 GB;DDR4;UHD Graphics 620;SSD;256 GB;-;-;1318.0
Core i7;9750H;16 GB;DDR4;GeForce GTX 1650;SSD;256 GB;HDD;1000 GB;1319.0
Core i7;8550U;8 GB;DDR3;UHD Graphics 620;SSD;256 GB;-;-;1319.0
Core i7;6500U;8 GB;DDR3;HD Graphics 520;SSD;256 GB;-;-;1319.0
Core i5;8300H;8 GB;DDR4;GeForce GTX 1060;SSD;128 GB;HDD;1000 GB;1319.0
Core i7;8750H;8 GB;DDR4;GeForce GTX 1050 Ti;SSD;128 GB;HDD;1000 GB;1324.0
Core i7;6600U;16 GB;DDR3;GeForce 930M;SSD;512 GB;-;-;1325.0
Core i5;8265U;8 GB;DDR4;UHD Graphics 620;SSD;512 GB;-;-;1325.4
Core i7;8565U;16 GB;DDR4;Radeon RX 550X;SSD;512 GB;-;-;1329.0
Core i7;8550U;8 GB;DDR4;UHD Graphics 620;SSD;256 GB;-;-;1329.0
Core i7;8750H;16 GB;DDR4;GeForce GTX 1060;SSD;128 GB;Hybrid;1000 GB;1338.0
Core i7;8565U;16 GB;DDR4;GeForce MX250;SSD;512 GB;-;-;1338.0
Core i7;8550U;16 GB;DDR4;UHD Graphics 620;SSD;512 GB;-;-;1339.0
Core i5;8350U;16 GB;DDR4;UHD Graphics 620;SSD;512 GB;-;-;1339.0
Core i5;8250U;8 GB;DDR4;UHD Graphics 620;SSD;256 GB;-;-;1339.99
Core i5;9400H;16 GB;DDR4;UHD Graphics 630;SSD;256 GB;-;-;1340.0
Core i7;8750H;16 GB;DDR4;GeForce GTX 1060;SSD;256 GB;HDD;1000 GB;1342.0
Core i7;8750H;8 GB;DDR4;GeForce GTX 1050;SSD;128 GB;HDD;1000 GB;1344.0
Core i7;8550U;8 GB;DDR4;UHD Graphics 620;SSD;512 GB;-;-;1345.0
Core i7;8565U;16 GB;DDR4;GeForce MX250;SSD;512 GB;-;-;1347.0
Core i7;8565U;16 GB;DDR4;HD Graphics;SSD;256 GB;-;-;1347.0
Core i7;8750H;16 GB;DDR4;GeForce GTX 1060;SSD;256 GB;HDD;1000 GB;1348.04
Core i7;6600U;8 GB;-;-;SSD;256 GB;-;-;1349.0
Core i5;8265U;8 GB;DDR4;UHD Graphics 620;SSD;256 GB;-;-;1349.0
Core i7;8565U;16 GB;DDR4;UHD Graphics 620;SSD;512 GB;-;-;1349.0
Core i7;10510U;16 GB;DDR4;UHD Graphics;SSD;512 GB;-;-;1349.0
Core i7;9750H;16 GB;DDR4;GTX 1660 Ti;SSD;128 GB;HDD;1000 GB;1349.0
Core i7;8750H;16 GB;DDR4;GeForce GTX 1060;SSD;256 GB;HDD;1000 GB;1349.0
Core i7;8750H;16 GB;DDR4;GeForce GTX 1050 Ti;SSD;256 GB;HDD;1000 GB;1349.0
Core i7;8565U;16 GB;DDR3;UHD Graphics 620;SSD;512 GB;-;-;1349.0
Core i5;8250U;8 GB;DDR3;HD Graphics 620;SSD;256 GB;-;-;1349.0
Core i7;9750H;16 GB;DDR4;GeForce GTX 1650;SSD;512 GB;-;-;1349.0
Core i7;8565U;8 GB;DDR4;Radeon RX 550;SSD;256 GB;-;-;1349.0
Core i5;8250U;16 GB;DDR4;UHD Graphics 620;SSD;256 GB;-;-;1349.9
Core i5;9400H;16 GB;DDR4;UHD Graphics 630;SSD;512 GB;-;-;1351.0
Core i7;9850H;8 GB;DDR4;GeForce MX150;SSD;256 GB;-;-;1354.0
Core i7;8550U;8 GB;DDR4;UHD Graphics 620;SSD;256 GB;-;-;1354.0
Core i7;8565U;16 GB;DDR4;UHD Graphics 620;SSD;512 GB;-;-;1358.0
Core i5;8250U;8 GB;DDR4;UHD Graphics 620;SSD;256 GB;-;-;1359.0
Core i5;-;8 GB;DDR3;UHD Graphics 617;SSD;256 GB;-;-;1360.0
Core i5;-;8 GB;DDR3;Iris Plus Graphics 640;SSD;256 GB;-;-;1360.0
Core i5;9300H;8 GB;DDR4;GeForce GTX 1650;SSD;128 GB;HDD;1000 GB;1365.0
Core i5;9300H;8 GB;DDR4;GeForce GTX 1050;SSD;256 GB;-;-;1366.2
Core i7;8550U;16 GB;DDR4;UHD Graphics 620;SSD;512 GB;-;-;1368.0
Core i7;9750H;8 GB;DDR4;GeForce GTX 1660 Ti;SSD;256 GB;-;-;1368.0
Core i7;8750H;8 GB;DDR4;GeForce GTX 1050 Ti;SSD;128 GB;HDD;1000 GB;1368.5
Core i7;8550U;16 GB;DDR4;UHD Graphics 620;SSD;512 GB;-;16 GB;1369.0
Core i7;9750H;8 GB;DDR4;GeForce GTX 1660 Ti;SSD;256 GB;-;-;1369.0
Core i7;8550U;8 GB;DDR4;UHD Graphics 620;SSD;256 GB;-;-;1369.99
Core i7;8550U;16 GB;DDR4;UHD Graphics 620;SSD;512 GB;-;-;1369.99
Core i5;8265U;8 GB;DDR4;UHD Graphics 620;SSD;256 GB;-;-;1378.0
Core i7;8550U;8 GB;DDR3;UHD Graphics 620;SSD;256 GB;-;-;1379.0
Core i7;8750H;8 GB;DDR4;GeForce GTX 1060;SSD;256 GB;HDD;1000 GB;1379.0
Core i5;8265U;8 GB;DDR4;UHD Graphics 620;SSD;256 GB;-;-;1381.0
Core i7;6500U;16 GB;DDR3;HD Graphics 520;SSD;512 GB;-;-;1383.0
Core i7;8750H;8 GB;DDR4;GeForce GTX 1050 Ti;SSD;256 GB;-;-;1389.0
Core i5;9300H;8 GB;DDR4;GeForce RTX 2060;SSD;512 GB;SSD;6 GB;1397.01
Core i5;7300HQ;8 GB;DDR4;GeForce GTX 1060;SSD;256 GB;-;-;1398.0
Core i7;8750H;16 GB;DDR4;GeForce GTX 1050 Ti;SSD;128 GB;HDD;1000 GB;1399.0
Core i7;9750H;16 GB;DDR4;GeForce GTX 1660 Ti;SSD;128 GB;HDD;1000 GB;1399.0
Core i7;8565U;16 GB;DDR3;UHD Graphics 620;SSD;512 GB;-;-;1399.0
Core i7;8750H;8 GB;DDR4;GeForce RTX 2060;SSD;128 GB;HDD;1000 GB;1399.0
Core i7;9750H;16 GB;DDR4;GeForce GTX 1660 Ti;SSD;256 GB;HDD;1000 GB;1399.0
Core i7;8750H;12 GB;DDR4;GeForce GTX 1060;SSD;128 GB;HDD;1000 GB;1399.0
Core i7;8550U;16 GB;DDR3;UHD Graphics 620;SSD;512 GB;SSD;512 GB;1399.0
Core i7;8750H;8 GB;DDR4;Quadro P600;SSD;256 GB;-;-;1399.0
Core i5;7Y57;8 GB;-;HD Graphics 615;SSD;128 GB;-;-;1399.0
Core i7;8565U;16 GB;DDR4;UHD Graphics 620;SSD;512 GB;SSD;512 GB;1399.0
Core i5;9300H;8 GB;DDR4;GeForce GTX 1660 Ti;SSD;512 GB;-;-;1399.0
Core i7;7700HQ;8 GB;DDR4;Quadro M620;SSD;256 GB;-;-;1399.0
Core i5;10210U;8 GB;DDR4;GeForce MX250;SSD;512 GB;-;-;1399.0
Core i7;8750H;16 GB;DDR4;GeForce GTX 1050 Ti;SSD;256 GB;HDD;1000 GB;1399.0
Core i7;9750H;8 GB;DDR4;GeForce GTX 1660 Ti;SSD;512 GB;-;-;1399.0
Core i7;9750H;8 GB;DDR4;GeForce RTX 2060;SSD;512 GB;-;-;1399.01
Core i7;8565U;8 GB;DDR4;UHD Graphics 620;SSD;256 GB;-;-;1399.9
Core i5;8257U;8 GB;DDR3;Iris Plus Graphics 645;SSD;128 GB;-;-;1400.0
Core i7;8750H;8 GB;DDR4;GeForce GTX 1060;SSD;512 GB;-;-;1402.07
Core i5;7300U;16 GB;DDR4;HD Graphics 620;SSD;512 GB;-;-;1402.28
Core i7;8850H;8 GB;DDR4;UHD Graphics 630;SSD;256 GB;-;-;1403.99
Core i7;8565U;16 GB;DDR4;UHD Graphics 620;SSD;1000 GB;-;-;1409.0
Core i7;8665U;8 GB;DDR4;UHD Graphics 620;SSD;256 GB;-;-;1414.0
Core i5;8265U;16 GB;DDR4;UHD Graphics 620;SSD;256 GB;-;-;1414.0
Core i7;8565U;8 GB;DDR4;UHD Graphics 620;SSD;512 GB;-;-;1417.0
Core i7;8550U;8 GB;DDR4;Radeon Pro WX 3100;SSD;256 GB;-;-;1419.0
Core i7;8750H;16 GB;DDR4;GeForce GTX 1050 Ti;SSD;512 GB;-;-;1419.61
Core i7;8750H;8 GB;-;GeForce GTX 1050 Ti;SSD;256 GB;-;-;1419.99
Core i7;8550U;8 GB;DDR3;UHD Graphics 620;SSD;256 GB;-;-;1420.4
Core i5;8300H;8 GB;DDR4;GeForce GTX 1050 Ti;SSD;128 GB;HDD;1000 GB;1422.31
Core i7;8565U;16 GB;DDR4;UHD Graphics 620;SSD;512 GB;-;-;1424.0
Core i7;8550U;16 GB;DDR4;UHD Graphics 620;SSD;512 GB;-;-;1425.0
Core i7;8665U;16 GB;DDR4;UHD Graphics 620;SSD;256 GB;-;-;1426.0
Core i5;8250U;8 GB;DDR3;UHD Graphics 620;SSD;256 GB;-;-;1427.0
Core i5;8250U;8 GB;DDR4;UHD Graphics 620;SSD;512 GB;-;-;1428.0
Core i5;8250U;8 GB;DDR3;HD Graphics 620;SSD;256 GB;-;-;1429.0
Core i7;9750H;16 GB;DDR4;GeForce GTX 1660 Ti;SSD;256 GB;HDD;1000 GB;1429.0
Core i7;8550U;8 GB;DDR3;UHD Graphics 620;SSD;256 GB;-;-;1429.0
Core i7;9750H;8 GB;DDR4;GeForce GTX 1650;SSD;256 GB;HDD;1000 GB;1429.0
Core i5;8200Y;8 GB;DDR3;UHD Graphics 615;SSD;256 GB;-;-;1429.0
Core i7;8750H;16 GB;DDR4;GeForce GTX 1060;SSD;128 GB;HDD;1000 GB;1430.9
Core i5;8265U;8 GB;DDR4;UHD Graphics 620;SSD;256 GB;-;-;1433.0
Core i7;10510U;16 GB;DDR3;UHD Graphics 620;SSD;512 GB;-;-;1437.0
Core i7;9750H;16 GB;DDR4;GeForce GTX 1660 Ti;SSD;256 GB;HDD;2000 GB;1439.0
Core i7;8750H;16 GB;DDR4;GeForce GTX 1050 Ti;SSD;512 GB;-;-;1439.0
Core i7;9750H;8 GB;DDR4;GeForce GTX 1660 Ti;SSD;256 GB;HDD;1000 GB;1439.0
Core i7;9750H;8 GB;DDR4;GeForce GTX 1660 Ti;SSD;512 GB;-;-;1439.0
Core i7;9750H;8 GB;DDR4;GeForce RTX 2060;SSD;512 GB;-;-;1445.05
Core i5;8300H;8 GB;DDR4;Quadro P600;SSD;256 GB;-;-;1447.0
Core i7;9750H;8 GB;DDR4;GeForce GTX 1660 Ti;SSD;512 GB;-;-;1449.0
Core i7;9750H;16 GB;DDR4;GeForce GTX 1660 Ti;SSD;256 GB;-;-;1449.0
Core i7;8750H;16 GB;DDR4;GeForce GTX 1060;SSD;256 GB;HDD;1000 GB;1449.0
Core i7;8850H;16 GB;DDR4;GeForce MX130;SSD;256 GB;-;-;1449.0
Core i5;8265U;8 GB;DDR4;UHD Graphics 620;SSD;256 GB;-;-;1449.0
Core i7;8565U;8 GB;DDR4;GeForce MX150;SSD;512 GB;-;-;1449.0
Core i5;8365U;8 GB;DDR4;UHD Graphics 620;SSD;256 GB;-;-;1452.0
Core i5;8300H;8 GB;-;GeForce GTX 1050Ti;SSD;256 GB;-;-;1459.0
Core i7;8750H;8 GB;DDR4;GeForce GTX 1050 Ti;SSD;256 GB;-;-;1459.0
Core i7;8750H;16 GB;DDR4;GeForce GTX 1060;SSD;256 GB;HDD;1000 GB;1467.9
Core i7;9750H;16 GB;DDR4;GeForce GTX 1660 Ti;SSD;256 GB;HDD;1000 GB;1469.0
Core i7;9750H;8 GB;DDR4;GeForce RTX 2060;SSD;512 GB;-;-;1469.99
Core i7;8565U;16 GB;DDR4;UHD Graphics 620;SSD;512 GB;-;-;1475.0
Core i7;9750H;16 GB;DDR4;GeForce GTX 1660 Ti;SSD;512 GB;HDD;1000 GB;1478.01
Core i7;8750H;16 GB;DDR4;GeForce GTX 1050 Ti;SSD;256 GB;HDD;1000 GB;1478.5
Core i7;9750H;16 GB;DDR4;GeForce GTX 1660 Ti;SSD;512 GB;-;-;1479.0
Core i7;8565U;16 GB;DDR4;GeForce MX150;SSD;512 GB;-;-;1479.0
Core i7;8750H;8 GB;DDR4;GeForce GTX 1050 Ti;SSD;512 GB;-;-;1479.0
Core i7;9750H;16 GB;DDR4;GeForce GTX 1660 Ti;SSD;256 GB;HDD;1000 GB;1479.0
Core i7;7700HQ;8 GB;DDR4;GeForce GTX 1060;SSD;256 GB;HDD;1000 GB;1485.0
Core i7;8565U;16 GB;DDR4;Radeon RX 550;SSD;512 GB;-;-;1487.18
Core i7;9750H;8 GB;DDR4;GeForce GTX 1660 Ti;SSD;256 GB;HDD;1000 GB;1489.0
Core i7;9750H;8 GB;DDR4;GeForce GTX 1650;SSD;256 GB;-;-;1489.0
Core i7;8750H;8 GB;DDR4;GeForce GTX 1060;SSD;256 GB;-;-;1489.99
Core i7;9750H;8 GB;DDR4;GeForce RTX 2060;SSD;128 GB;HDD;1000 GB;1490.0
Core i5;8350U;8 GB;DDR4;UHD Graphics 620;SSD;256 GB;-;-;1490.0
Core i7;8750H;16 GB;DDR4;GeForce GTX 1060;SSD;256 GB;Hybrid;1000 GB;1491.8
Core i7;9750H;8 GB;DDR4;GeForce GTX 1650;SSD;128 GB;HDD;1000 GB;1494.0
Core i7;8550U;16 GB;DDR4;Radeon Pro WX 3100;SSD;512 GB;SSD;-;1495.0
Core i7;9750H;12 GB;DDR4;GeForce GTX 1650;SSD;128 GB;HDD;1000 GB;1497.0
Core i5;7200U;8 GB;DDR4;HD Graphics 620;SSD;256 GB;-;-;1497.99
Core i7;8750H;16 GB;DDR4;GeForce GTX 1060;SSD;256 GB;HDD;1000 GB;1499.0
Core i7;8550U;16 GB;DDR3;UHD Graphics 620;SSD;256 GB;-;-;1499.0
Core i7;9750H;16 GB;DDR4;GeForce GTX 1660 Ti;SSD;256 GB;-;-;1499.0
Core i7;9750H;16 GB;DDR4;GeForce GTX 1650;SSD;256 GB;HDD;1000 GB;1499.0
Core i7;9750H;16 GB;DDR4;GeForce GTX 1660 Ti;SSD;512 GB;HDD;1000 GB;1499.0
Core i7;8500Y;8 GB;DDR3;UHD Graphics 615;SSD;256 GB;SSD;256 GB;1499.0
Core i7;8550U;8 GB;DDR3;UHD Graphics 620;SSD;256 GB;-;-;1499.0
Core i5;8265U;8 GB;DDR4;UHD Graphics 620;SSD;256 GB;-;-;1499.0
Core i7;8550U;8 GB;DDR3;UHD Graphics 620;SSD;512 GB;-;-;1499.0
Core i5;8265U;8 GB;DDR4;UHD Graphics 620;SSD;256 GB;-;-;1499.0
Core i5;8265U;8 GB;DDR4;UHD Graphics 620;SSD;256 GB;-;-;1499.0
Core i7;8650U;8 GB;DDR4;UHD Graphics 620;SSD;256 GB;-;-;1499.0
Core i7;8665U;8 GB;DDR4;UHD Graphics 620;SSD;256 GB;-;-;1507.0
Core i7;8665U;16 GB;DDR4;UHD Graphics 620;SSD;512 GB;-;-;1513.0
Core i5;8265U;8 GB;DDR4;UHD Graphics 620;SSD;512 GB;-;-;1525.99
Core i7;8550U;8 GB;DDR4;HD Graphics 620;SSD;256 GB;-;-;1528.0
Core i7;8665U;16 GB;DDR4;UHD Graphics 620;SSD;512 GB;-;-;1529.0
Core i7;9750H;16 GB;DDR4;GeForce GTX 1660 Ti;SSD;256 GB;-;-;1529.0
Core i5;8300H;16 GB;DDR4;GeForce RTX 2060;SSD;256 GB;-;-;1529.0
Core i7;8550U;8 GB;DDR4;UHD Graphics 620;SSD;512 GB;-;-;1534.0
Core i7;8750H;16 GB;DDR4;GeForce GTX 1070;SSD;512 GB;HDD;1000 GB;1539.0
Core i7;8565U;8 GB;DDR3;UHD Graphics 620;SSD;256 GB;-;-;1549.0
Core i7;8565U;16 GB;DDR4;GeForce MX150;SSD;512 GB;-;-;1549.0
Core i7;9750H;16 GB;DDR4;GeForce GTX 1650;SSD;512 GB;-;-;1549.0
Core i7;8565U;16 GB;DDR4;UHD Graphics 620;SSD;256 GB;-;-;1549.0
Core i5;7Y57;8 GB;-;HD Graphics 615;SSD;256 GB;-;-;1549.0
Core i5;8265U;16 GB;DDR4;UHD Graphics 620;SSD;512 GB;-;-;1549.99
Core i7;8550U;8 GB;DDR4;Radeon Pro WX 3100;SSD;256 GB;-;-;1555.0
Core i5;8350U;8 GB;DDR4;UHD Graphics 620;SSD;256 GB;-;-;1557.0
Core i7;7700HQ;16 GB;DDR4;GeForce GTX 1050 Ti;SSD;512 GB;-;-;1559.0
Core i7;9750H;16 GB;DDR4;GeForce RTX 2060;SSD;128 GB;HDD;1000 GB;1559.0
Core i7;8565U;16 GB;DDR3;UHD Graphics 620;SSD;256 GB;-;-;1559.0
Core i7;8750H;16 GB;DDR4;GeForce GTX 1060;SSD;256 GB;HDD;2000 GB;1564.0
Core i7;9750H;8 GB;DDR4;GeForce GTX 1650;SSD;512 GB;-;-;1565.0
Core i5;10210U;8 GB;DDR3;UHD Graphics;SSD;256 GB;-;-;1569.0
Core i7;9750H;8 GB;DDR4;GeForce GTX 1660 Ti;SSD;256 GB;-;-;1569.99
Core i7;8565U;16 GB;DDR4;UHD Graphics 620;SSD;512 GB;-;-;1571.0
Core i5;8365U;16 GB;DDR4;UHD Graphics 620;SSD;512 GB;-;-;1573.0
Core i7;7700HQ;16 GB;DDR4;GeForce GTX 1060;SSD;256 GB;HDD;1000 GB;1574.0
Core i5;8250U;8 GB;DDR4;UHD Graphics 620;SSD;256 GB;-;-;1576.0
Core i5;8250U;8 GB;DDR4;UHD Graphics 620;SSD;256 GB;-;-;1577.0
Core i7;8550U;16 GB;DDR4;UHD Graphics 620;SSD;512 GB;-;-;1579.0
Core i5;8210Y;16 GB;DDR3;UHD Graphics 617;SSD;512 GB;-;-;1579.0
Core i7;7820HQ;8 GB;DDR4;Quadro M620;SSD;256 GB;-;-;1579.0
Core i7;8550U;8 GB;DDR4;UHD Graphics 620;SSD;512 GB;-;-;1579.0
Core i7;9750H;8 GB;DDR4;GeForce GTX 1660 Ti;SSD;512 GB;-;-;1579.0
Core i7;8565U;8 GB;DDR4;UHD Graphics 620;SSD;256 GB;-;-;1582.0
Core i7;9850H;16 GB;DDR4;UHD Graphics 630;SSD;512 GB;-;-;1583.0
Core i7;9750H;16 GB;DDR4;GeForce GTX 1660 Ti;SSD;256 GB;HDD;1000 GB;1587.0
Core i5;8350U;8 GB;DDR4;UHD Graphics 620;SSD;256 GB;-;-;1587.0
Core i7;8565U;16 GB;DDR4;UHD Graphics 620;SSD;512 GB;-;-;1589.0
Core i5;8365U;8 GB;DDR4;UHD Graphics 620;SSD;256 GB;-;-;1592.0
Core i5;8265U;8 GB;DDR4;UHD Graphics 620;SSD;256 GB;-;-;1594.0
Core i7;8565U;16 GB;DDR3;GeForce MX150;SSD;512 GB;-;-;1595.0
Core i7;8550U;8 GB;DDR3;UHD Graphics 620;SSD;256 GB;-;-;1598.99
Core i7;8550U;16 GB;DDR3;GeForce MX150;SSD;512 GB;-;-;1599.0
Core i7;9750H;16 GB;DDR4;GeForce GTX 1660 Ti;SSD;256 GB;HDD;1000 GB;1599.0
Core i7;8550U;16 GB;DDR3;UHD Graphics 620;SSD;512 GB;-;-;1599.0
Core i7;9750H;16 GB;DDR4;GeForce GTX 1660Ti;SSD;256 GB;HDD;1000 GB;1599.0
